EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName
2019p202792|2019-03-17T00:43:46|-22.675|-171.657|12.0|GNS|GNS|GNS|2019p202792|mB|4.8|GNS|1910 km north-east of Te Araroa
2017p165182|2017-03-03T02:49:13|-41.722|174.108|5.7|GNS|GNS|GNS|2017p165182|M|4.0|GNS|5 km south-east of Seddon
2019p203544|2019-03-17T07:27:41|-32.993|177.836|12.0|GNS|GNS|GNS|2019p203544|mB|4.7|GNS|440 km north-east of Whangarei
2019p204005|2019-03-17T11:32:55|-31.559|-179.514|430.5|GNS|GNS|GNS|2019p204005|mB|4.4|GNS|700 km north of Te Araroa
2019p204097|2019-03-17T12:20:04|-32.357|-177.631|12.0|GNS|GNS|GNS|2019p204097|mB|4.7|GNS|685 km north-east of Te Araroa
2019p204491|2019-03-17T15:50:55|-28.040|-178.058|12.0|GNS|GNS|GNS|2019p204491|M|4.2|GNS|1110 km north of Te Araroa
2019p204999|2019-03-17T20:22:43|-30.889|179.736|507.6|GNS|GNS|GNS|2019p204999|mB|4.5|GNS|735 km north-east of Whangarei
2019p205178|2019-03-17T21:57:15|-24.104|-178.930|552.1|GNS|GNS|GNS|2019p205178|mB|5.1|GNS|1400 km north-east of Cape Reinga
2018p599349|2018-08-10T18:09:24|-62.630|165.660|10.0|GNS|GNS|GNS|2018p599349|mB|5.3|GNS|1625 km south of Snares Islands
2018p601896|2018-08-11T16:41:47|-6.880|126.850|411.0|GNS|GNS|GNS|2018p601896|M|4.2|GNS|5595 km west of Cape Reinga
2018p601179|2018-08-11T10:28:00|-31.516|178.419|33.0|GNS|GNS|GNS|2018p601179|M|4.2|GNS|600 km north-east of Whangarei
2018p622101|2018-08-19T04:06:13|-8.400|116.600|10.0|GNS|GNS|GNS|2018p622101|M|5.1|GNS|6350 km north-west of Milford Sound
2018p622506|2018-08-19T07:48:47|-18.259|-176.811|564.0|GNS|GNS|GNS|2018p622506|M|4.4|GNS|2070 km north-east of Cape Reinga
2018p622373|2018-08-19T06:37:03|-19.318|-176.509|587.0|GNS|GNS|GNS|2018p622373|M|5.3|GNS|1985 km north-east of Cape Reinga
2017p406152|2017-05-31T06:29:32|19.100|145.850|121.0|GNS|GNS|GNS|2017p406152|M|5.4|GNS|6570 km north-west of Cape Reinga
2019p486030|2019-06-29T19:46:36|-56.278|-27.237|105.0|GNS|GNS|GNS|2019p486030|mB|5.4|GNS|8370 km south of Snares Islands
2019p234132|2019-03-28T15:05:32|-24.546|-70.118|59.0|GNS|GNS|GNS|2019p234132|M|5.5|GNS|10050 km south-east of Castlepoint
2019p695254|2019-09-15T05:49:45|-30.504|-177.842|33.0|GNS|GNS|GNS|2019p695254|mB|5.0|GNS|860 km north-east of Te Araroa
2019p695550|2019-09-15T08:27:16|-30.445|-178.120|12.0|GNS|GNS|GNS|2019p695550|mB|4.8|GNS|860 km north-east of Te Araroa
2019p206030|2019-03-18T05:33:04|-15.987|167.531|39.0|GNS|GNS|GNS|2019p206030|Mw(mB)|5.5|GNS|2105 km north of Cape Reinga
2019p206876|2019-03-18T12:59:31|-29.877|179.521|166.2|GNS|GNS|GNS|2019p206876|mB|4.5|GNS|810 km north-east of Whangarei
2019p207040|2019-03-18T14:30:18|-31.757|-177.037|33.0|GNS|GNS|GNS|2019p207040|mB|5.3|GNS|775 km north-east of Te Araroa
2019p207074|2019-03-18T14:49:07|-31.741|-177.009|12.0|GNS|GNS|GNS|2019p207074|M|4.5|GNS|775 km north-east of Te Araroa
2019p207099|2019-03-18T14:59:34|-31.708|-177.072|12.0|GNS|GNS|GNS|2019p207099|mB|4.8|GNS|775 km north-east of Te Araroa
2019p207110|2019-03-18T15:07:10|-31.731|-176.973|12.0|GNS|GNS|GNS|2019p207110|mB|5.3|GNS|780 km north-east of Te Araroa
2019p207307|2019-03-18T16:53:39|-31.699|-177.106|12.0|GNS|GNS|GNS|2019p207307|MLv|4.5|GNS|775 km north-east of Te Araroa
2019p207336|2019-03-18T17:07:21|-29.886|179.420|12.0|GNS|GNS|GNS|2019p207336|mB|4.6|GNS|800 km north-east of Whangarei
2019p207527|2019-03-18T18:50:21|-31.674|-177.318|12.0|GNS|GNS|GNS|2019p207527|mB|4.5|GNS|765 km north-east of Te Araroa
2019p208605|2019-03-19T04:20:29|-15.387|167.417|138.0|GNS|GNS|GNS|2019p208605|mB|4.9|GNS|2170 km north of Cape Reinga
2018p615599|2018-08-16T18:22:53|23.440|143.310|20.0|GNS|GNS|GNS|2018p615599|mB|6.1|GNS|7115 km north-west of Cape Reinga
2017p406227|2017-05-31T07:18:04|-37.310|177.803|33.1|GNS|GNS|GNS|2017p406227|M|4.1|GNS|50 km north of Te Kaha
2017p409086|2017-06-01T08:40:37|-33.553|-178.782|33.0|GNS|GNS|GNS|2017p409086|M|4.1|GNS|520 km north-east of Te Araroa
2019p209047|2019-03-19T08:17:43|-23.786|-179.773|599.4|GNS|GNS|GNS|2019p209047|mB|4.3|GNS|1385 km north-east of Cape Reinga
2019p209149|2019-03-19T09:14:59|-31.984|-177.190|12.0|GNS|GNS|GNS|2019p209149|M|4.5|GNS|745 km north-east of Te Araroa
2019p209255|2019-03-19T10:11:18|-31.590|-177.247|12.0|GNS|GNS|GNS|2019p209255|M|4.7|GNS|780 km north-east of Te Araroa
2019p209522|2019-03-19T12:32:17|-32.099|-177.196|12.0|GNS|GNS|GNS|2019p209522|mB|5.3|GNS|735 km north-east of Te Araroa
2017p698940|2017-09-16T14:35:57|-37.888|176.305|181.4|GNS|GNS|GNS|2017p698940|M|4.4|GNS|25 km south-east of Tauranga
2019p210096|2019-03-19T17:39:34|-37.159|177.344|136.8|GNS|GNS|GNS|2019p210096|M|4.2|GNS|70 km north-west of Te Kaha
2019p210620|2019-03-19T22:15:29|-21.567|-175.676|271.7|GNS|GNS|GNS|2019p210620|mB|5.1|GNS|1825 km north-east of Cape Reinga
2019p698040|2019-09-16T06:33:16|-17.775|-178.167|550.6|GNS|GNS|GNS|2019p698040|mB|4.8|GNS|2055 km north-east of Cape Reinga
2019p311443|2019-04-26T05:27:06|9.776|126.578|67.0|GNS|GNS|GNS|2019p311443|M|5.1|GNS|6895 km north-west of Cape Reinga
2017p733772|2017-09-29T11:53:19|-34.113|-178.352|33.0|GNS|GNS|GNS|2017p733772|M|4.2|GNS|485 km north-east of Te Araroa
2019p311739|2019-04-26T08:04:28|9.797|126.485|49.0|GNS|GNS|GNS|2019p311739|mB|5.5|GNS|6900 km north-west of Cape Reinga
2019p311528|2019-04-26T06:22:32|-25.913|-71.129|17.0|GNS|GNS|GNS|2019p311528|M|6.1|GNS|9870 km south-east of Castlepoint
2017p699159|2017-09-16T16:27:10|-27.186|-175.333|222.4|GNS|GNS|GNS|2017p699159|M|5.0|GNS|1300 km north-east of Te Araroa
2017p167914|2017-03-04T02:58:20|-7.320|155.750|17.0|GNS|GNS|GNS|2017p167914|M|5.5|GNS|3465 km north-west of Cape Reinga
2017p170305|2017-03-05T00:08:17|9.830|125.500|10.0|GNS|GNS|GNS|2017p170305|M|5.8|GNS|6980 km north-west of Cape Reinga
2017p714389|2017-09-22T07:46:19|-34.482|-179.453|125.1|GNS|GNS|GNS|2017p714389|M|4.9|GNS|400 km north-east of Te Araroa
2017p168315|2017-03-04T06:32:14|-5.850|155.040|170.0|GNS|GNS|GNS|2017p168315|mB|5.1|GNS|3645 km north-west of Cape Reinga
2018p621692|2018-08-19T00:52:33|-18.636|-175.626|576.6|GNS|GNS|GNS|2018p621692|M|5.1|GNS|2095 km north-east of Cape Reinga
2018p622846|2018-08-19T10:49:11|-19.534|-176.121|331.7|GNS|GNS|GNS|2018p622846|M|4.1|GNS|1985 km north-east of Cape Reinga
2019p486317|2019-06-29T22:26:03|-18.364|-172.856|43.3|GNS|GNS|GNS|2019p486317|mB|5.3|GNS|2285 km north-east of Cape Reinga
2017p169553|2017-03-04T17:36:41|-25.478|-178.018|612.5|GNS|GNS|GNS|2017p169553|M|4.0|GNS|1335 km north-east of Cape Reinga
2018p610180|2018-08-14T18:13:27|-58.030|-25.120|35.0|GNS|GNS|GNS|2018p610180|M|5.3|GNS|8195 km south of Snares Islands
2018p615600|2018-08-16T18:21:31|23.360|143.360|11.0|GNS|GNS|GNS|2018p615600|mB|5.7|GNS|7105 km north-west of Cape Reinga
2018p622299|2018-08-19T05:58:39|-18.496|-175.848|638.0|GNS|GNS|GNS|2018p622299|M|4.0|GNS|2100 km north-east of Cape Reinga
2018p623737|2018-08-19T18:43:56|-18.316|-178.398|533.2|GNS|GNS|GNS|2018p623737|M|4.8|GNS|1990 km north-east of Cape Reinga
2017p171012|2017-03-05T06:35:26|-47.457|165.616|12.0|GNS|GNS|GNS|2017p171012|M|4.1|GNS|95 km north-west of Snares Islands
2017p179219|2017-03-08T07:27:12|-34.056|-179.230|186.3|GNS|GNS|GNS|2017p179219|M|4.1|GNS|450 km north-east of Te Araroa
2018p608521|2018-08-14T03:29:53|-58.110|-25.260|35.0|GNS|GNS|GNS|2018p608521|M|6.0|GNS|8185 km south of Snares Islands
2017p408769|2017-06-01T05:50:42|-31.213|-177.508|195.1|GNS|GNS|GNS|2017p408769|M|4.9|GNS|805 km north-east of Te Araroa
2017p733664|2017-09-29T10:55:39|-34.238|-178.091|132.0|GNS|GNS|GNS|2017p733664|M|4.1|GNS|490 km north-east of Te Araroa
2017p408287|2017-06-01T01:35:28|-37.740|176.794|4.0|GNS|GNS|GNS|2017p408287|M|4.1|GNS|30 km north-west of Whakatane
2017p412453|2017-06-02T14:34:02|-33.410|-178.646|33.0|GNS|GNS|GNS|2017p412453|M|4.4|GNS|540 km north-east of Te Araroa
2017p172701|2017-03-05T21:32:54|-24.697|179.729|523.6|GNS|GNS|GNS|2017p172701|M|5.0|GNS|1275 km north-east of Cape Reinga
2017p742682|2017-10-02T19:00:24|-33.818|-178.124|33.0|GNS|GNS|GNS|2017p742682|M|4.2|GNS|525 km north-east of Te Araroa
2019p314352|2019-04-27T07:26:46|-39.202|176.308|36.7|GNS|GNS|GNS|2019p314352|M|4.1|GNS|45 km south-east of Turangi
2019p242311|2019-03-31T15:40:02|-17.830|-178.246|550.0|GNS|GNS|GNS|2019p242311|M|4.3|GNS|2045 km north-east of Cape Reinga
2019p211719|2019-03-20T08:03:25|-33.901|-179.368|12.0|GNS|GNS|GNS|2019p211719|mB|4.9|GNS|460 km north-east of Te Araroa
2019p212304|2019-03-20T13:15:58|-31.796|-177.907|12.0|GNS|GNS|GNS|2019p212304|M|4.3|GNS|730 km north-east of Te Araroa
2019p212323|2019-03-20T13:22:46|-18.000|-177.439|553.0|GNS|GNS|GNS|2019p212323|mB|5.1|GNS|2065 km north-east of Cape Reinga
2018p617985|2018-08-17T15:35:02|-7.410|119.820|539.0|GNS|GNS|GNS|2018p617985|M|6.3|GNS|6165 km west of Cape Reinga
2019p212963|2019-03-20T19:03:05|-17.628|-173.350|10.0|GNS|GNS|GNS|2019p212963|mB|5.5|GNS|2320 km north-east of Cape Reinga
2019p213425|2019-03-20T23:11:23|-32.524|-177.389|12.0|GNS|GNS|GNS|2019p213425|mB|5.2|GNS|685 km north-east of Te Araroa
2017p410372|2017-06-01T20:04:20|-54.270|160.688|12.0|GNS|GNS|GNS|2017p410372|M|5.6|GNS|805 km south-west of Snares Islands
2019p213503|2019-03-20T23:51:33|-24.547|-179.622|518.9|GNS|GNS|GNS|2019p213503|mB|4.4|GNS|1320 km north-east of Cape Reinga
2019p213542|2019-03-21T00:14:21|-32.420|-177.825|12.0|GNS|GNS|GNS|2019p213542|mB|4.6|GNS|670 km north-east of Te Araroa
2019p214159|2019-03-21T05:40:44|-18.219|-178.290|611.0|GNS|GNS|GNS|2019p214159|mB|5.0|GNS|2005 km north-east of Cape Reinga
2019p214689|2019-03-21T10:25:13|-30.355|-178.376|302.7|GNS|GNS|GNS|2019p214689|mB|4.7|GNS|860 km north of Te Araroa
2019p215519|2019-03-21T17:47:36|-31.062|-177.304|12.0|GNS|GNS|GNS|2019p215519|mB|5.4|GNS|825 km north-east of Te Araroa
2019p215700|2019-03-21T19:24:07|-31.459|-177.527|33.0|GNS|GNS|GNS|2019p215700|mB|5.4|GNS|780 km north-east of Te Araroa
2019p216082|2019-03-21T22:48:41|-33.767|-179.175|12.0|GNS|GNS|GNS|2019p216082|mB|4.7|GNS|480 km north-east of Te Araroa
2019p216585|2019-03-22T03:16:35|-8.871|124.182|107.0|GNS|GNS|GNS|2019p216585|M|5.4|GNS|5685 km west of Cape Reinga
2019p218144|2019-03-22T17:07:34|-18.076|-174.117|158.0|GNS|GNS|GNS|2019p218144|M|5.0|GNS|2235 km north-east of Cape Reinga
2019p218636|2019-03-22T21:23:55|-16.790|-172.970|35.0|GNS|GNS|GNS|2019p218636|M|5.4|GNS|2420 km north-east of Cape Reinga
2017p412164|2017-06-02T11:59:48|-32.662|-177.353|130.0|GNS|GNS|GNS|2017p412164|M|4.7|GNS|670 km north-east of Te Araroa
2019p325624|2019-05-01T11:32:22|-33.401|-179.037|107.7|GNS|GNS|GNS|2019p325624|MLv|4.5|GNS|520 km north-east of Te Araroa
2017p715056|2017-09-22T13:40:06|-22.558|179.562|578.0|GNS|GNS|GNS|2017p715056|M|5.5|GNS|1475 km north-east of Cape Reinga
2017p425828|2017-06-07T13:21:19|-34.358|-178.205|196.2|GNS|GNS|GNS|2017p425828|M|4.4|GNS|475 km north-east of Te Araroa
2018p622124|2018-08-19T04:27:13|-30.708|178.798|600.0|GNS|GNS|GNS|2018p622124|M|4.1|GNS|690 km north-east of Whangarei
2019p243500|2019-04-01T02:16:53|10.594|125.881|58.0|GNS|GNS|GNS|2019p243500|M|5.9|GNS|7010 km north-west of Cape Reinga
2019p219794|2019-03-23T07:45:07|-31.790|-177.589|12.0|GNS|GNS|GNS|2019p219794|mB|4.8|GNS|745 km north-east of Te Araroa
2019p219798|2019-03-23T07:47:36|-31.810|-177.221|12.0|GNS|GNS|GNS|2019p219798|mB|5.3|GNS|760 km north-east of Te Araroa
2019p219818|2019-03-23T07:59:11|-31.539|-178.285|12.0|GNS|GNS|GNS|2019p219818|mB|4.6|GNS|740 km north-east of Te Araroa
2019p219842|2019-03-23T08:02:17|-4.586|102.430|35.0|GNS|GNS|GNS|2019p219842|mB|5.3|GNS|7725 km west of Milford Sound
2019p219880|2019-03-23T08:28:32|-32.489|-177.723|12.0|GNS|GNS|GNS|2019p219880|mB|4.9|GNS|670 km north-east of Te Araroa
2019p219906|2019-03-23T08:42:56|-32.438|-177.687|12.0|GNS|GNS|GNS|2019p219906|M|4.4|GNS|675 km north-east of Te Araroa
2019p220050|2019-03-23T10:01:09|-31.781|-177.575|12.0|GNS|GNS|GNS|2019p220050|mB|4.8|GNS|745 km north-east of Te Araroa
2019p220059|2019-03-23T10:04:08|-31.803|-177.389|12.0|GNS|GNS|GNS|2019p220059|mB|4.8|GNS|750 km north-east of Te Araroa
2019p315006|2019-04-27T13:04:26|-4.402|101.992|52.0|GNS|GNS|GNS|2019p315006|mB|5.7|GNS|7775 km west of Snares Islands
2018p615570|2018-08-16T18:14:42|-29.788|-176.892|228.4|GNS|GNS|GNS|2018p615570|M|4.2|GNS|970 km north-east of Te Araroa
2018p617077|2018-08-17T07:38:55|-35.278|-179.745|12.0|GNS|GNS|GNS|2018p617077|M|4.3|GNS|310 km north-east of Te Araroa
2019p247244|2019-04-02T11:31:55|-6.271|155.004|61.0|GNS|GNS|GNS|2019p247244|M|5.8|GNS|3605 km north-west of Cape Reinga
2017p746331|2017-10-04T03:22:20|-31.530|-176.793|33.0|GNS|GNS|GNS|2017p746331|M|5.5|GNS|805 km north-east of Te Araroa
2019p248400|2019-04-02T21:35:32|52.200|178.020|19.0|GNS|GNS|GNS|2019p248400|M|6.0|GNS|9610 km north of Cape Reinga
2019p220252|2019-03-23T11:48:56|-31.789|-176.733|33.0|GNS|GNS|GNS|2019p220252|M|4.5|GNS|785 km north-east of Te Araroa
2017p425016|2017-06-07T06:07:39|-31.580|-176.520|306.8|GNS|GNS|GNS|2017p425016|M|4.1|GNS|815 km north-east of Te Araroa
2019p326083|2019-05-01T15:32:21|-16.940|-171.710|10.0|GNS|GNS|GNS|2019p326083|mB|5.1|GNS|2480 km north-east of Cape Reinga
2019p220325|2019-03-23T12:25:21|-31.882|-177.062|12.0|GNS|GNS|GNS|2019p220325|M|4.7|GNS|760 km north-east of Te Araroa
2019p248841|2019-04-03T01:42:43|-39.203|178.093|13.4|GNS|GNS|GNS|2019p248841|M|4.6|GNS|55 km south of Gisborne
2019p220502|2019-03-23T14:02:13|-31.751|-177.772|12.0|GNS|GNS|GNS|2019p220502|mB|4.5|GNS|740 km north-east of Te Araroa
2019p220577|2019-03-23T14:41:26|-25.687|179.139|167.0|GNS|GNS|GNS|2019p220577|mB|4.4|GNS|1150 km north-east of Cape Reinga
2019p220634|2019-03-23T15:11:48|-26.716|-176.569|413.1|GNS|GNS|GNS|2019p220634|mB|4.3|GNS|1300 km north-east of Te Araroa
2019p220860|2019-03-23T17:13:05|-31.788|-177.503|12.0|GNS|GNS|GNS|2019p220860|M|4.7|GNS|750 km north-east of Te Araroa
2019p221015|2019-03-23T18:32:33|-31.311|-177.688|273.8|GNS|GNS|GNS|2019p221015|mB|4.5|GNS|785 km north-east of Te Araroa
2019p221095|2019-03-23T19:19:46|-31.892|-177.631|12.0|GNS|GNS|GNS|2019p221095|M|4.2|GNS|730 km north-east of Te Araroa
2017p414863|2017-06-03T11:47:23|50.870|157.280|44.0|GNS|GNS|GNS|2017p414863|M|5.2|GNS|9565 km north of Cape Reinga
2018p621732|2018-08-19T00:58:31|-17.850|-178.080|510.0|GNS|GNS|GNS|2018p621732|M|4.8|GNS|2050 km north-east of Cape Reinga
2019p326323|2019-05-01T17:46:02|-26.208|177.707|600.0|GNS|GNS|GNS|2019p326323|M|4.1|GNS|1030 km north-east of Cape Reinga
2018p622518|2018-08-19T07:56:27|-30.406|-177.462|33.0|GNS|GNS|GNS|2018p622518|M|5.2|GNS|885 km north-east of Te Araroa
2018p622867|2018-08-19T11:00:33|-18.521|-177.480|552.0|GNS|GNS|GNS|2018p622867|M|4.4|GNS|2010 km north-east of Cape Reinga
2018p616755|2018-08-17T04:47:03|-36.955|179.186|12.0|GNS|GNS|GNS|2018p616755|M|4.2|GNS|100 km north-east of Te Araroa
2018p618724|2018-08-17T22:06:57|23.480|143.350|18.0|GNS|GNS|GNS|2018p618724|M|5.5|GNS|7120 km north-west of Cape Reinga
2018p619779|2018-08-18T07:28:31|23.470|143.430|18.0|GNS|GNS|GNS|2018p619779|M|5.1|GNS|7115 km north-west of Cape Reinga
2018p622108|2018-08-19T04:10:21|-8.320|116.580|8.0|GNS|GNS|GNS|2018p622108|M|6.5|GNS|6360 km north-west of Milford Sound
2017p172850|2017-03-05T22:47:53|-6.000|149.350|31.0|GNS|GNS|GNS|2017p172850|M|5.3|GNS|3955 km north-west of Cape Reinga
2017p176921|2017-03-07T11:03:37|-37.126|179.088|12.0|GNS|GNS|GNS|2017p176921|M|4.9|GNS|80 km north-east of Te Araroa
2017p419106|2017-06-05T01:38:26|-29.754|-178.701|490.0|GNS|GNS|GNS|2017p419106|M|4.3|GNS|910 km north of Te Araroa
2018p621726|2018-08-19T00:55:45|-18.250|-178.120|552.0|GNS|GNS|GNS|2018p621726|M|4.8|GNS|2010 km north-east of Cape Reinga
2018p622133|2018-08-19T04:28:59|-16.950|-178.020|423.0|GNS|GNS|GNS|2018p622133|M|6.2|GNS|2145 km north-east of Cape Reinga
2019p221422|2019-03-23T22:09:41|-16.050|168.100|227.0|GNS|GNS|GNS|2019p221422|M|4.3|GNS|2085 km north of Cape Reinga
2019p221424|2019-03-23T22:14:45|-31.740|-177.640|12.0|GNS|GNS|GNS|2019p221424|mB|4.3|GNS|745 km north-east of Te Araroa
2017p416385|2017-06-04T01:28:59|-30.321|-177.469|213.7|GNS|GNS|GNS|2017p416385|M|4.5|GNS|895 km north-east of Te Araroa
2018p621664|2018-08-19T00:19:37|-18.170|-178.140|559.0|GNS|GNS|GNS|2018p621664|M|7.1|GNS|2015 km north-east of Cape Reinga
2018p622561|2018-08-19T08:17:45|-18.579|-176.402|600.0|GNS|GNS|GNS|2018p622561|M|4.3|GNS|2060 km north-east of Cape Reinga
2017p418634|2017-06-04T21:26:33|-30.788|-178.836|378.5|GNS|GNS|GNS|2017p418634|M|4.6|GNS|800 km north of Te Araroa
2018p622102|2018-08-19T04:05:44|23.580|143.380|10.0|GNS|GNS|GNS|2018p622102|M|5.8|GNS|7125 km north-west of Cape Reinga
2018p623746|2018-08-19T18:49:30|-17.572|-177.962|600.0|GNS|GNS|GNS|2018p623746|M|4.7|GNS|2085 km north-east of Cape Reinga
2019p224826|2019-03-25T04:25:54|-30.688|-176.318|12.0|GNS|GNS|GNS|2019p224826|mB|4.8|GNS|910 km north-east of Te Araroa
2019p224882|2019-03-25T04:57:07|-30.075|179.291|12.0|GNS|GNS|GNS|2019p224882|M|4.0|GNS|775 km north-east of Whangarei
2017p422146|2017-06-06T04:38:42|-49.542|164.439|33.0|GNS|GNS|GNS|2017p422146|M|4.7|GNS|230 km south-west of Snares Islands
2018p621804|2018-08-19T01:34:23|-17.492|-178.499|550.0|GNS|GNS|GNS|2018p621804|M|4.3|GNS|2070 km north-east of Cape Reinga
2019p226348|2019-03-25T17:55:02|-31.797|-177.414|12.0|GNS|GNS|GNS|2019p226348|mB|5.0|GNS|750 km north-east of Te Araroa
2019p226957|2019-03-25T23:23:14|-31.654|-177.611|12.0|GNS|GNS|GNS|2019p226957|mB|4.7|GNS|755 km north-east of Te Araroa
2019p226963|2019-03-25T23:25:20|-33.450|-178.491|12.0|GNS|GNS|GNS|2019p226963|mB|5.5|GNS|540 km north-east of Te Araroa
2019p251667|2019-04-04T02:41:23|-5.690|147.260|184.0|GNS|GNS|GNS|2019p251667|mB|5.2|GNS|4115 km north-west of Cape Reinga
2019p227477|2019-03-26T03:58:33|-31.694|-177.918|12.0|GNS|GNS|GNS|2019p227477|mB|5.0|GNS|740 km north-east of Te Araroa
2019p252000|2019-04-04T05:45:46|-61.685|154.988|10.0|GNS|GNS|GNS|2019p252000|M|5.0|GNS|1685 km south of Snares Islands
2017p426242|2017-06-07T17:00:38|-30.432|-176.892|457.0|GNS|GNS|GNS|2017p426242|M|5.0|GNS|910 km north-east of Te Araroa
2018p622339|2018-08-19T06:21:08|-29.262|177.379|650.0|GNS|GNS|GNS|2018p622339|M|4.6|GNS|725 km north-east of Cape Reinga
2019p326988|2019-05-01T23:33:14|-4.620|153.120|57.0|GNS|GNS|GNS|2019p326988|M|5.1|GNS|3865 km north-west of Cape Reinga
2017p175295|2017-03-06T20:35:10|-24.193|-179.194|333.0|GNS|GNS|GNS|2017p175295|mB|4.5|GNS|1380 km north-east of Cape Reinga
2018p621887|2018-08-19T02:18:52|-18.280|-178.350|618.0|GNS|GNS|GNS|2018p621887|M|4.8|GNS|1995 km north-east of Cape Reinga
2019p327307|2019-05-02T02:29:26|-6.506|148.728|35.0|GNS|GNS|GNS|2019p327307|M|5.3|GNS|3950 km north-west of Cape Reinga
2018p623321|2018-08-19T14:56:28|-8.300|116.600|26.0|GNS|GNS|GNS|2018p623321|M|6.4|GNS|6360 km north-west of Milford Sound
2019p327540|2019-05-02T04:29:34|-29.678|179.781|216.0|GNS|GNS|GNS|2019p327540|mB|4.4|GNS|840 km north-east of Whangarei
2017p726421|2017-09-26T18:33:50|-19.080|-174.994|86.0|GNS|GNS|GNS|2017p726421|M|4.4|GNS|2090 km north-east of Cape Reinga
2019p253574|2019-04-04T19:44:36|-37.168|177.566|97.9|GNS|GNS|GNS|2019p253574|M|4.1|GNS|65 km north of Te Kaha
2019p253065|2019-04-04T15:11:50|-30.564|-178.994|510.3|GNS|GNS|GNS|2019p253065|mB|4.4|GNS|820 km north of Te Araroa
2017p175038|2017-03-06T18:18:02|-24.000|179.000|555.0|GNS|GNS|GNS|2017p175038|mB|5.0|GNS|1305 km north-east of Cape Reinga
2019p327771|2019-05-02T06:34:35|-24.980|-179.019|618.8|GNS|GNS|GNS|2019p327771|mB|4.5|GNS|1315 km north-east of Cape Reinga
2019p227830|2019-03-26T07:06:50|-33.434|-178.962|12.0|GNS|GNS|GNS|2019p227830|MLv|4.1|GNS|520 km north-east of Te Araroa
2019p227880|2019-03-26T07:33:10|-32.163|-177.627|12.0|GNS|GNS|GNS|2019p227880|MLv|5.0|GNS|705 km north-east of Te Araroa
2019p227887|2019-03-26T07:34:51|-32.268|-177.557|12.0|GNS|GNS|GNS|2019p227887|MLv|5.1|GNS|700 km north-east of Te Araroa
2019p228732|2019-03-26T15:07:04|-31.664|-178.120|12.0|GNS|GNS|GNS|2019p228732|mB|5.0|GNS|735 km north-east of Te Araroa
2019p229011|2019-03-26T17:37:31|-6.032|130.859|107.0|GNS|GNS|GNS|2019p229011|Mw(mB)|5.1|GNS|5320 km north-west of Cape Reinga
2019p229493|2019-03-26T21:54:25|-24.103|-171.561|12.0|GNS|GNS|GNS|2019p229493|mB|5.3|GNS|1775 km north-east of Te Araroa
2017p420989|2017-06-05T18:21:46|-29.976|-178.368|422.3|GNS|GNS|GNS|2017p420989|M|4.4|GNS|900 km north of Te Araroa
2017p428556|2017-06-08T13:34:11|-32.071|-179.578|253.6|GNS|GNS|GNS|2017p428556|M|4.2|GNS|640 km north of Te Araroa
2019p255194|2019-04-05T09:56:53|30.449|138.634|389.0|GNS|GNS|GNS|2019p255194|mB|5.9|GNS|8020 km north-west of Cape Reinga
2017p185657|2017-03-10T16:37:20|-31.775|-179.529|370.7|GNS|GNS|GNS|2017p185657|M|4.6|GNS|675 km north of Te Araroa
2017p181223|2017-03-09T01:16:04|-37.321|177.779|28.3|GNS|GNS|GNS|2017p181223|M|4.5|GNS|45 km north of Te Kaha
2019p255572|2019-04-05T13:29:03|-49.736|164.448|33.0|GNS|GNS|GNS|2019p255572|M|4.3|GNS|245 km south-west of Snares Islands
2019p255902|2019-04-05T16:14:16|-55.932|-27.846|58.0|GNS|GNS|GNS|2019p255902|mB|6.5|GNS|8400 km south of Snares Islands
2017p182004|2017-03-09T08:11:45|-42.972|173.102|11.7|GNS|GNS|GNS|2017p182004|M|4.0|GNS|20 km south-west of Cheviot
2017p425212|2017-06-07T07:52:13|-33.345|-178.493|33.0|GNS|GNS|GNS|2017p425212|M|4.5|GNS|550 km north-east of Te Araroa
2019p257150|2019-04-06T03:27:20|-24.667|-179.350|500.0|GNS|GNS|GNS|2019p257150|mB|4.3|GNS|1325 km north-east of Cape Reinga
2017p426147|2017-06-07T16:11:35|-41.852|174.124|6.9|GNS|GNS|GNS|2017p426147|M|4.1|GNS|20 km south of Seddon
2017p436464|2017-06-11T11:48:07|-14.908|167.353|133.0|GNS|GNS|GNS|2017p436464|M|4.8|GNS|2225 km north of Cape Reinga
2019p329249|2019-05-02T19:41:42|-22.999|-178.852|623.0|GNS|GNS|GNS|2019p329249|mB|4.9|GNS|1510 km north-east of Cape Reinga
2019p254897|2019-04-05T07:26:53|-24.667|-178.396|590.1|GNS|GNS|GNS|2019p254897|mB|4.8|GNS|1380 km north-east of Cape Reinga
2019p255437|2019-04-05T12:16:52|-39.905|176.773|9.0|GNS|GNS|GNS|2019p255437|M|4.2|GNS|20 km north-east of Waipukurau
2017p190337|2017-03-12T10:09:28|-21.169|-177.421|584.0|GNS|GNS|GNS|2017p190337|M|4.3|GNS|1760 km north-east of Cape Reinga
2017p175469|2017-03-06T22:09:54|-43.126|171.595|5.0|GNS|GNS|GNS|2017p175469|M|4.0|GNS|15 km south of Arthur's Pass
